Originals,,,,,,,,,, ,NAME (N),,,, ,PHONE (Q),,ML (T),,,RM (W),,,BUILDING (Z),,,LOCATION (AB),,FAX (AE),,,WEBSITE (AH),,,EMAIL (AK),
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10169-130,Foreign Language Club (FLC)(CLER),513-732-5221,162,18,CLERJONES,513-732-5303,,,, ,,0,Foreign Language Club (FLC)(CLER),, ,513-732-5221,,162,162,,18,18,,CLERJONES,CLERJONES,,TRUE,,513-732-5303,513-732-5303,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10169-119,Forensics Certificate (CLER),513-732-5319,162,100,CLERSTUSVCS,513-732-5303,http://www.ucclermont.edu/academics/gainful-employment-disclosure/Forensics.html,,, ,,0,Forensics Certificate (CLER),, ,513-732-5319,,162,162,,100,100,,CLERSTUSVCS,CLERSTUSVCS,,TRUE,,513-732-5303,513-732-5303,,http://www.ucclermont.edu/academics/gainful-employment-disclosure/Forensics.html,http://www.ucclermont.edu/academics/gainful-employment-disclosure/Forensics.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10190-002,Foundation Studies (DAAP),513-556-4298,16,6415,ARONOFF,513-556-3288,,,, ,,0,Foundation Studies (DAAP),, ,513-556-4298,,16,16,,6415,6415,,ARONOFF,ARONOFF,,TRUE,,513-556-3288,513-556-3288,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10099-002,Environmental Health Foundation,513-558-1234,458,G-16,KETTERING,,http://eh.uc.edu/uehf/,,, ,,0,Environmental Health Foundation,, ,513-558-1234,,458,458,,G-16,G-16,,KETTERING,KETTERING,,TRUE,,0,,,http://eh.uc.edu/uehf/,http://eh.uc.edu/uehf/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10155-005,Friends of CCM,513-556-2100,3,4255K,EMERY,513-556-3330,http://ccm.uc.edu/giveto/friends.html,,, ,,0,Friends of CCM,, ,513-556-2100,,3,3,,4255K,4255K,,EMERY,EMERY,,TRUE,,513-556-3330,513-556-3330,,http://ccm.uc.edu/giveto/friends.html,http://ccm.uc.edu/giveto/friends.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10120-304,FUSION Center (CECH),513-556-5115,22,,TEACHERS,,http://cech.uc.edu/centers/fusion.html,,, ,,0,FUSION Center (CECH),, ,513-556-5115,,22,22,,0,,,TEACHERS,TEACHERS,,TRUE,,0,,,http://cech.uc.edu/centers/fusion.html,http://cech.uc.edu/centers/fusion.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10120-132,Early Childhood Education & Human Development (CECH),513-556-2336,2,,TEACHERS,,http://cech.uc.edu/programs/early_childhood_education.html,,, ,,0,Early Childhood Education & Human Development (CECH),, ,513-556-2336,,2,2,,0,,,TEACHERS,TEACHERS,,TRUE,,0,,,http://cech.uc.edu/programs/early_childhood_education.html,http://cech.uc.edu/programs/early_childhood_education.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10120-136,Early Childhood Learning Community (Birth to Age 5) (CECH),888-325-2669,105,,EDWARDS1,,http://cech.uc.edu/programs/eclc.html,,, ,,0,Early Childhood Learning Community (Birth to Age 5) (CECH),, ,888-325-2669,,105,105,,0,,,EDWARDS1,EDWARDS1,,TRUE,,0,,,http://cech.uc.edu/programs/eclc.html,http://cech.uc.edu/programs/eclc.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10120-024,Economics Center (CECH),513-556-2948,223,370,USQUARE,513-556-2953,http://www.economicscenter.org/,,, ,,0,Economics Center (CECH),, ,513-556-2948,,223,223,,370,370,,USQUARE,USQUARE,,TRUE,,513-556-2953,513-556-2953,,http://www.economicscenter.org/,http://www.economicscenter.org/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10113-006,ED2GO (Continuing Educ),513-556-6932,93,208,VPCADMIN,513-556-0873,http://www.ed2go.com/uc/,ce@uc.edu,, ,,0,ED2GO (Continuing Educ),, ,513-556-6932,,93,93,,208,208,,VPCADMIN,VPCADMIN,,TRUE,,513-556-0873,513-556-0873,,http://www.ed2go.com/uc/,http://www.ed2go.com/uc/,,ce@uc.edu,ce@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10099-030,Environmental Health, Education and Resource Center,513-558-5710,56,222,KETTERING,513-558-2722,http://eh.uc.edu/erc/,, ,TRUE,1,Environmental Health  Education and Resource Center,Environmental Health  Education and Resource Center, ,513-558-5710,,56,56,,222,222,,KETTERING,KETTERING,,TRUE,,513-558-2722,513-558-2722,,http://eh.uc.edu/erc/,http://eh.uc.edu/erc/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10169-077,Education Club (CLER),513-732-5221,162,18,CLERJONES,513-732-5303,,,, ,,0,Education Club (CLER),, ,513-732-5221,,162,162,,18,18,,CLERJONES,CLERJONES,,TRUE,,513-732-5303,513-732-5303,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10120-123,Educational Leadership (CECH),513-556-6627,49,482,DYER,,http://cech.uc.edu/programs/educational_leadership.html,,, ,,0,Educational Leadership (CECH),, ,513-556-6627,,49,49,,482,482,,DYER,DYER,,TRUE,,0,,,http://cech.uc.edu/programs/educational_leadership.html,http://cech.uc.edu/programs/educational_leadership.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10120-116,Educational Studies (CECH),513-556-3599,49,475,DYER,513-556-3535,http://cech.uc.edu/programs/educational_studies.html,,, ,,0,Educational Studies (CECH),, ,513-556-3599,,49,49,,475,475,,DYER,DYER,,TRUE,,513-556-3535,513-556-3535,,http://cech.uc.edu/programs/educational_studies.html,http://cech.uc.edu/programs/educational_studies.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10169-106,Educational Talent Search (CLER),513-558-7432,161,A190,CLERUCEAST1,513-732-1534,http://www.ucclermont.edu/about/ets.html,,, ,,0,Educational Talent Search (CLER),, ,513-558-7432,,161,161,,A190,A190,,CLERUCEAST1,CLERUCEAST1,,TRUE,,513-732-1534,513-732-1534,,http://www.ucclermont.edu/about/ets.html,http://www.ucclermont.edu/about/ets.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10132-026,Center for Educational Technology & Instructional Support (CETIS)(CAHS),513-558-7495,,,FRENCH-EAST,513-558-7494,http://cahs.uc.edu/current/cetis.aspx,,, ,,0,Center for Educational Technology & Instructional Support (CETIS)(CAHS),, ,513-558-7495,,0,,,0,,,FRENCH-EAST,FRENCH-EAST,,TRUE,,513-558-7494,513-558-7494,,http://cahs.uc.edu/current/cetis.aspx,http://cahs.uc.edu/current/cetis.aspx,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10116-003, Department of (EECS)(CEAS) - Electrical Engineering and Computing Systems,513-556-4461,30,812,RHODES,513-556-7326,http://eecs.ceas.uc.edu/,eecs-info@uc.edu,, ,,0, Department of (EECS)(CEAS) - Electrical Engineering and Computing Systems,, ,513-556-4461,,30,30,,812,812,,RHODES,RHODES,,TRUE,,513-556-7326,513-556-7326,,http://eecs.ceas.uc.edu/,http://eecs.ceas.uc.edu/,,eecs-info@uc.edu,eecs-info@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10121-040, Center of Excellence in - eLearning,513-556-4357,658,4thFl,UNIVHALL,,http://www.uc.edu/provost/priorities/elearning/about.html,helpdesk@uc.edu,, ,,0, Center of Excellence in - eLearning,, ,513-556-4357,,658,658,,4thFl,4thFl,,UNIVHALL,UNIVHALL,,TRUE,,0,,,http://www.uc.edu/provost/priorities/elearning/about.html,http://www.uc.edu/provost/priorities/elearning/about.html,,helpdesk@uc.edu,helpdesk@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10116-069,Electrical Engineering (CEAS),513-556-4461,30,812,RHODES,513-556-7326,http://eecs.ceas.uc.edu/,eecs-info@uc.edu,, ,,0,Electrical Engineering (CEAS),, ,513-556-4461,,30,30,,812,812,,RHODES,RHODES,,TRUE,,513-556-7326,513-556-7326,,http://eecs.ceas.uc.edu/,http://eecs.ceas.uc.edu/,,eecs-info@uc.edu,eecs-info@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10155-024,Electronic Media (CCM),513-556-9488,3,4200,EMERY,513-556-0202,http://ccm.uc.edu/emedia.html,,, ,,0,Electronic Media (CCM),, ,513-556-9488,,3,3,,4200,4200,,EMERY,EMERY,,TRUE,,513-556-0202,513-556-0202,,http://ccm.uc.edu/emedia.html,http://ccm.uc.edu/emedia.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10120-127,English Language Services (CECH),513-556-5190,22,,,,http://www.els.edu/en,cin@els.edu,, ,,0,English Language Services (CECH),, ,513-556-5190,,22,22,,0,,,0,,,TRUE,,0,,,http://www.els.edu/en,http://www.els.edu/en,,cin@els.edu,cin@els.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10169-016,Career & Employment Services (CLER),513-732-5277,162,,CLERSTUSVCS,513-732-5304,http://www.ucclermont.edu/about/swoeoc/career_counseling.html,,, ,,0,Career & Employment Services (CLER),, ,513-732-5277,,162,162,,0,,,CLERSTUSVCS,CLERSTUSVCS,,TRUE,,513-732-5304,513-732-5304,,http://www.ucclermont.edu/about/swoeoc/career_counseling.html,http://www.ucclermont.edu/about/swoeoc/career_counseling.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10116-320, Chemical - Department of Biomedical, and Environmental Engineering (CEAS)(BCEE),513-556-4171,12,601,ERC,513-556-4162,http://ceas.uc.edu/bcee.html,, ,TRUE,1, Chemical - Department of Biomedical  and Environmental Engineering (CEAS)(BCEE), Chemical - Department of Biomedical  and Environmental Engineering (CEAS)(BCEE), ,513-556-4171,,12,12,,601,601,,ERC,ERC,,TRUE,,513-556-4162,513-556-4162,,http://ceas.uc.edu/bcee.html,http://ceas.uc.edu/bcee.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10116-330,Engineering Education, Department of (CEAS),513-556-0129,74,895,RHODES,513-556-3626,http://ceas.uc.edu/dee.html,, ,TRUE,1,Engineering Education  Department of (CEAS),Engineering Education  Department of (CEAS), ,513-556-0129,,74,74,,895,895,,RHODES,RHODES,,TRUE,,513-556-3626,513-556-3626,,http://ceas.uc.edu/dee.html,http://ceas.uc.edu/dee.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10116-055,Engineering Mechanics (CEAS),513-556-3548,70,745,BALDWIN,513-556-5038,http://ceas.uc.edu/aerospace.html,,, ,,0,Engineering Mechanics (CEAS),, ,513-556-3548,,70,70,,745,745,,BALDWIN,BALDWIN,,TRUE,,513-556-5038,513-556-5038,,http://ceas.uc.edu/aerospace.html,http://ceas.uc.edu/aerospace.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10169-112,English as a Second Language (CLER),513-732-5326,162,110,CLERMCDONH,513-732-5325,http://www.ucclermont.edu/students/tlc/resources/tlc_esl.html,,, ,,0,English as a Second Language (CLER),, ,513-732-5326,,162,162,,110,110,,CLERMCDONH,CLERMCDONH,,TRUE,,513-732-5325,513-732-5325,,http://www.ucclermont.edu/students/tlc/resources/tlc_esl.html,http://www.ucclermont.edu/students/tlc/resources/tlc_esl.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10004-048,English Composition (A&S),513-556-5924,69,248,MCMICKEN,513-556-5960,http://www.artsci.uc.edu/english,,, ,,0,English Composition (A&S),, ,513-556-5924,,69,69,,248,248,,MCMICKEN,MCMICKEN,,TRUE,,513-556-5960,513-556-5960,,http://www.artsci.uc.edu/english,http://www.artsci.uc.edu/english,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10004-046,English, Creative Writing Program (A&S),513-556-5924,69,248,MCMICKEN,513-556-5960,http://www.artsci.uc.edu/english,, ,TRUE,1,English  Creative Writing Program (A&S),English  Creative Writing Program (A&S), ,513-556-5924,,69,69,,248,248,,MCMICKEN,MCMICKEN,,TRUE,,513-556-5960,513-556-5960,,http://www.artsci.uc.edu/english,http://www.artsci.uc.edu/english,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10165-001,Enrollment Management,513-556-1439,159,350,UNIVPAV,513-556-4178,http://www.uc.edu/provost/about-us/profile/enrollment-management.html,,, ,,0,Enrollment Management,, ,513-556-1439,,159,159,,350,350,,UNIVPAV,UNIVPAV,,TRUE,,513-556-4178,513-556-4178,,http://www.uc.edu/provost/about-us/profile/enrollment-management.html,http://www.uc.edu/provost/about-us/profile/enrollment-management.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10120-006,Enrollment Management (CECH)(Toll Free),888-325-2669,2,428,TEACHERS,,,,, ,,0,Enrollment Management (CECH)(Toll Free),, ,888-325-2669,,2,2,,428,428,,TEACHERS,TEACHERS,,TRUE,,0,,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10165-006,Admissions (Enrollment Mgmt),513-556-1100,91,350,UNIVPAV,513-556-1105,http://admissions.uc.edu/,admissions@uc.edu,, ,,0,Admissions (Enrollment Mgmt),, ,513-556-1100,,91,91,,350,350,,UNIVPAV,UNIVPAV,,TRUE,,513-556-1105,513-556-1105,,http://admissions.uc.edu/,http://admissions.uc.edu/,,admissions@uc.edu,admissions@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10155-010,Ensembles & Conducting (CCM),513-556-2696,3,115,DVAC,513-556-2698,,,, ,,0,Ensembles & Conducting (CCM),, ,513-556-2696,,3,3,,115,115,,DVAC,DVAC,,TRUE,,513-556-2698,513-556-2698,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10099-041,Center for Environmental Genetics (CEG)(Environ Hlth),513-558-3625,56,131,KETTERING,,http://eh.uc.edu/ceg/,,, ,,0,Center for Environmental Genetics (CEG)(Environ Hlth),, ,513-558-3625,,56,56,,131,131,,KETTERING,KETTERING,,TRUE,,0,,,http://eh.uc.edu/ceg/,http://eh.uc.edu/ceg/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10099-042,Center for Health Related Aerosol Studies (Environ Hlth),513-558-0504,56,107,KETTERING,,http://eh.uc.edu/Aerosol/,,, ,,0,Center for Health Related Aerosol Studies (Environ Hlth),, ,513-558-0504,,56,56,,107,107,,KETTERING,KETTERING,,TRUE,,0,,,http://eh.uc.edu/Aerosol/,http://eh.uc.edu/Aerosol/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10099-016,Epidemiology and Biostatistics (Environ Hlth),513-558-0809,56,G-32,KETTERING,513-558-4838,http://eh.uc.edu/epibio/,,, ,,0,Epidemiology and Biostatistics (Environ Hlth),, ,513-558-0809,,56,56,,G-32,G-32,,KETTERING,KETTERING,,TRUE,,513-558-4838,513-558-4838,,http://eh.uc.edu/epibio/,http://eh.uc.edu/epibio/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10099-032,Environmental Health, Office of the Chair,513-558-5701,56,130,KETTERING,513-558-0071,http://eh.uc.edu/,, ,TRUE,1,Environmental Health  Office of the Chair,Environmental Health  Office of the Chair, ,513-558-5701,,56,56,,130,130,,KETTERING,KETTERING,,TRUE,,513-558-0071,513-558-0071,,http://eh.uc.edu/,http://eh.uc.edu/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10116-323,Environmental Sciences and Engineering (CEAS) (BCEE),513-556-4171,12,601,ERC,513-556-4162,http://ceas.uc.edu/bcee/enveng1.html,,, ,,0,Environmental Sciences and Engineering (CEAS) (BCEE),, ,513-556-4171,,12,12,,601,601,,ERC,ERC,,TRUE,,513-556-4162,513-556-4162,,http://ceas.uc.edu/bcee/enveng1.html,http://ceas.uc.edu/bcee/enveng1.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10004-006,Environmental Studies (A&S),513-556-9707,6,615A,RIEVESCHL,513-556-5299,http://www.artsci.uc.edu/departments/interdisciplinary-studies/environment.html,,, ,,0,Environmental Studies (A&S),, ,513-556-9707,,6,6,,615A,615A,,RIEVESCHL,RIEVESCHL,,TRUE,,513-556-5299,513-556-5299,,http://www.artsci.uc.edu/departments/interdisciplinary-studies/environment.html,http://www.artsci.uc.edu/departments/interdisciplinary-studies/environment.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10148-007,Equipment Room, Athletics,513-556-2151,21,160,LNDNRCTR,513-556-0759,,, ,TRUE,1,Equipment Room  Athletics,Equipment Room  Athletics, ,513-556-2151,,21,21,,160,160,,LNDNRCTR,LNDNRCTR,,TRUE,,513-556-0759,513-556-0759,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10001-003,Ethnic Programs & Services,513-556-6008,92,555,STEGER,513-556-5805,http://www.uc.edu/eps/,,, ,,0,Ethnic Programs & Services,, ,513-556-6008,,92,92,,555,555,,STEGER,STEGER,,TRUE,,513-556-5805,513-556-5805,,http://www.uc.edu/eps/,http://www.uc.edu/eps/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10004-091,European Studies (A&S),513-556-2196,373,360,MCMICKEN,,http://www.artsci.uc.edu/departments/interdisciplinary-studies/europeanstudies.html,michelle.vialet@uc.edu,, ,,0,European Studies (A&S),, ,513-556-2196,,373,373,,360,360,,MCMICKEN,MCMICKEN,,TRUE,,0,,,http://www.artsci.uc.edu/departments/interdisciplinary-studies/europeanstudies.html,http://www.artsci.uc.edu/departments/interdisciplinary-studies/europeanstudies.html,,michelle.vialet@uc.edu,michelle.vialet@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10120-231,Evaluation Services Center (CECH),513-556-3818,105,3150,EDWARDS1,513-556-3764,http://cech.uc.edu/centers/evaluation-services.html,,, ,,0,Evaluation Services Center (CECH),, ,513-556-3818,,105,105,,3150,3150,,EDWARDS1,EDWARDS1,,TRUE,,513-556-3764,513-556-3764,,http://cech.uc.edu/centers/evaluation-services.html,http://cech.uc.edu/centers/evaluation-services.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10000-002,Events,513-556-6000,,,,,http://calendar.uc.edu/,,, ,,0,Events,, ,513-556-6000,,0,,,0,,,0,,,FALSE,,0,,,http://calendar.uc.edu/,http://calendar.uc.edu/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10155-004,External Relations (CCM),513-556-2100,3,4255K,EMERY,513-556-3330,http://ccm.uc.edu/giveto.html,,, ,,0,External Relations (CCM),, ,513-556-2100,,3,3,,4255K,4255K,,EMERY,EMERY,,TRUE,,513-556-3330,513-556-3330,,http://ccm.uc.edu/giveto.html,http://ccm.uc.edu/giveto.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10190-063,Advising (DAAP),513-556-1376,16,7210,DAAP,513-556-3288,http://daap.uc.edu/academics/Advising.html,,, ,,0,Advising (DAAP),, ,513-556-1376,,16,16,,7210,7210,,DAAP,DAAP,,TRUE,,513-556-3288,513-556-3288,,http://daap.uc.edu/academics/Advising.html,http://daap.uc.edu/academics/Advising.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10190-019,Art Education (DAAP),513-556-2962,16,6450,ARONOFF,513-556-2887,http://daap.uc.edu/academics/art/m_art_education.html,,, ,,0,Art Education (DAAP),, ,513-556-2962,,16,16,,6450,6450,,ARONOFF,ARONOFF,,TRUE,,513-556-2887,513-556-2887,,http://daap.uc.edu/academics/art/m_art_education.html,http://daap.uc.edu/academics/art/m_art_education.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10190-020,Art History (DAAP),513-556-2962,16,6450,ARONOFF,513-556-2887,http://daap.uc.edu/academics/art/ba_art_history.html,,, ,,0,Art History (DAAP),, ,513-556-2962,,16,16,,6450,6450,,ARONOFF,ARONOFF,,TRUE,,513-556-2887,513-556-2887,,http://daap.uc.edu/academics/art/ba_art_history.html,http://daap.uc.edu/academics/art/ba_art_history.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-020, Bookstore - DAAP,513-556-4672,9,4432,ARONOFF,513-556-5555,http://www.uc.edu/bookstore,bookstore@uc.edu,, ,,0, Bookstore - DAAP,, ,513-556-4672,,9,9,,4432,4432,,ARONOFF,ARONOFF,,TRUE,,513-556-5555,513-556-5555,,http://www.uc.edu/bookstore,http://www.uc.edu/bookstore,,bookstore@uc.edu,bookstore@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10190-057,Computer Graphics Center (CGC)(DAAP),513-556-3227,16,4425,ARONOFF,513-556-3288,http://daap.uc.edu/about/facilities/cgc.html,,, ,,0,Computer Graphics Center (CGC)(DAAP),, ,513-556-3227,,16,16,,4425,4425,,ARONOFF,ARONOFF,,TRUE,,513-556-3288,513-556-3288,,http://daap.uc.edu/about/facilities/cgc.html,http://daap.uc.edu/about/facilities/cgc.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10190-034,DAAP, Business Office,513-556-1203,16,5470,ARONOFF,513-556-3288,http://daap.uc.edu/about/people.html#BusinessAffairs,, ,TRUE,1,DAAP  Business Office,DAAP  Business Office, ,513-556-1203,,16,16,,5470,5470,,ARONOFF,ARONOFF,,TRUE,,513-556-3288,513-556-3288,,http://daap.uc.edu/about/people.html#BusinessAffairs,http://daap.uc.edu/about/people.html#BusinessAffairs,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-043, Cafe - DAAP,513-556-1517,110,,ARONOFF,513-556-0310,http://www.uc.edu/food/,ucfood@uc.edu,, ,,0, Cafe - DAAP,, ,513-556-1517,,110,110,,0,,,ARONOFF,ARONOFF,,TRUE,,513-556-0310,513-556-0310,,http://www.uc.edu/food/,http://www.uc.edu/food/,,ucfood@uc.edu,ucfood@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10190-070,Center for the Electronic Reconstruction of Historical and Archaeological Sites (CERHAS),513-556-0223,16,,,,http://cerhas.uc.edu/,,, ,,0,Center for the Electronic Reconstruction of Historical and Archaeological Sites (CERHAS),, ,513-556-0223,,16,16,,0,,,0,,,TRUE,,0,,,http://cerhas.uc.edu/,http://cerhas.uc.edu/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10190-054,Community Design Center (DAAP),513-556-3282,16,5470,ARONOFF,513-556-3288,,,, ,,0,Community Design Center (DAAP),, ,513-556-3282,,16,16,,5470,5470,,ARONOFF,ARONOFF,,TRUE,,513-556-3288,513-556-3288,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10190-037,Community Planning (DAAP),513-556-4943,16,6210,DAAP,513-556-1274,http://daap.uc.edu/academics/planning.html,,, ,,0,Community Planning (DAAP),, ,513-556-4943,,16,16,,6210,6210,,DAAP,DAAP,,TRUE,,513-556-1274,513-556-1274,,http://daap.uc.edu/academics/planning.html,http://daap.uc.edu/academics/planning.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10190-067,DAAPCamps,513-556-2958,16,,,,daapcamps@uc.edu,,, ,,0,DAAPCamps,, ,513-556-2958,,16,16,,0,,,0,,,TRUE,,0,,,daapcamps@uc.edu,daapcamps@uc.edu,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10190-006,DEAN-DAAP (Robert Probst, MFA),513-556-9808,16,5470,ARONOFF,513-556-3288,http://daap.uc.edu/about/people.html?eid=probstr&thecomp=uceprof,, ,TRUE,1,DEAN-DAAP (Robert Probst  MFA),DEAN-DAAP (Robert Probst  MFA), ,513-556-9808,,16,16,,5470,5470,,ARONOFF,ARONOFF,,TRUE,,513-556-3288,513-556-3288,,http://daap.uc.edu/about/people.html?eid=probstr&thecomp=uceprof,http://daap.uc.edu/about/people.html?eid=probstr&thecomp=uceprof,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10190-012,Development & Alumni (DAAP),513-556-1211,16,5470,ARONOFF,513-556-3288,http://daap.uc.edu/alumni.html,,, ,,0,Development & Alumni (DAAP),, ,513-556-1211,,16,16,,5470,5470,,ARONOFF,ARONOFF,,TRUE,,513-556-3288,513-556-3288,,http://daap.uc.edu/alumni.html,http://daap.uc.edu/alumni.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10190-028,Digital Design (DAAP),513-556-4298,16,6415,ARONOFF,513-556-3288,http://daap.uc.edu/academics/design.html,,, ,,0,Digital Design (DAAP),, ,513-556-4298,,16,16,,6415,6415,,ARONOFF,ARONOFF,,TRUE,,513-556-3288,513-556-3288,,http://daap.uc.edu/academics/design.html,http://daap.uc.edu/academics/design.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10190-001,COLLEGE of  Art Arch Design, and Planning(DAAP),513-556-4933,16,5470,ARONOFF,513-556-3288,http://daap.uc.edu/,, ,TRUE,1,COLLEGE of  Art Arch Design  and Planning(DAAP),COLLEGE of  Art Arch Design  and Planning(DAAP), ,513-556-4933,,16,16,,5470,5470,,ARONOFF,ARONOFF,,TRUE,,513-556-3288,513-556-3288,,http://daap.uc.edu/,http://daap.uc.edu/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10155-013,Dance Division (CCM),513-556-2700,3,3730,CORBETT,513-556-0202,http://ccm.uc.edu/dance.html,,, ,,0,Dance Division (CCM),, ,513-556-2700,,3,3,,3730,3730,,CORBETT,CORBETT,,TRUE,,513-556-0202,513-556-0202,,http://ccm.uc.edu/dance.html,http://ccm.uc.edu/dance.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10004-003,DEAN-A&S (Kristi A. Nelson, PhD),513-556-5858,367,7148,EDWARDS1,513-556-0142,http://www.artsci.uc.edu/about/administrative_contacts.html,, ,TRUE,1,DEAN-A&S (Kristi A. Nelson  PhD),DEAN-A&S (Kristi A. Nelson  PhD), ,513-556-5858,,367,367,,7148,7148,,EDWARDS1,EDWARDS1,,TRUE,,513-556-0142,513-556-0142,,http://www.artsci.uc.edu/about/administrative_contacts.html,http://www.artsci.uc.edu/about/administrative_contacts.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10132-006, MPA -  DPT -  EdD - DEAN-CAHS (Tina Whalen, PT),513-558-8547,394,315,FRENCH-EAST,513-558-7495,http://cahs.uc.edu/about/welcome.aspx,tina.whalen@uc.edu, ,TRUE,1, MPA -  DPT -  EdD - DEAN-CAHS (Tina Whalen  PT), MPA -  DPT -  EdD - DEAN-CAHS (Tina Whalen  PT), ,513-558-8547,,394,394,,315,315,,FRENCH-EAST,FRENCH-EAST,,TRUE,,513-558-7495,513-558-7495,,http://cahs.uc.edu/about/welcome.aspx,http://cahs.uc.edu/about/welcome.aspx,,tina.whalen@uc.edu,tina.whalen@uc.edu
